index,gender,region_large,region_small,age,weight,height,hobbies,user_id
7657,1,kosick region,kosice - north,0X,11X,18X,movies,7702
7658,0,Banská Bystrica Region,Brezno,0X,5X,15X,discos,7525
7659,0,Zilina Region,Cadca,2X,6X,16X,shopping,7758
7660,0,Zilina Region,Zilina,0X,4X,16X,sleeping,7643
7661,0,Zilina Region,Zilina,0X,7X,17X,party,7671
7662,0,Banská Bystrica Region,Brezno,0X,5X,16X,hiking,7526
7663,0,Zilina Region,Zilina,0X,5X,16X,party,7744
7664,0,abroad,abroad - usa,1X,8X,19X,cars,7687
7665,0,Banská Bystrica Region,Brezno,0X,5X,17X,games,7589
7666,1,Zilina Region,Zilina,0X,8X,18X,surfing the web,7644
7667,1,Zilina Region,Cadca,1X,8X,18X,discos,7632
7668,0,Zilina Region,Zilina,2X,8X,19X,shopping,7514
7669,1,kosick region,kosice - west,2X,8X,18X,seeding,7703
7670,0,Bratislava Region,Bratislava - Old Town,1X,6X,16X,movies,7688
7671,1,Zilina Region,Kysucke New Town,2X,6X,16X,eating,7672
7672,0,Banská Bystrica Region,Brezno,1X,6X,16X,dancing,7590
7673,0,Zilina Region,Zilina,1X,4X,16X,surfing the web,7759
7674,1,abroad,abroad - gb,2X,8X,18X,camping,7645
7675,0,Presov Region,Poprad,0X,5X,16X,surfing the web,7716
7676,1,Banska Bystrica Region,Banska Bystrica,0X,9X,21X,sports,7573
7677,1,Banská Bystrica Region,Brezno,2X,6X,17X,music,7729
7678,0,Zilina Region,Zilina,2X,4X,16X,movies,7515
7679,1,Kosice region,Trebisov,2X,9X,18X,PC games,7704
7680,0,abroad,abroad - France,0X,9X,18X,sleeping,7527
7681,0,Zilina Region,Zilina,0X,7X,18X,working with PC,7673
7682,0,Zilina Region,Zilina,1X,7X,18X,traveling,7633
7683,0,Banská Bystrica region,ziar nad hronom,0X,5X,16X,traveling,7745
7684,0,abroad,abroad - Germany,2X,5X,17X,hair,7717
7685,1,Presov region,Presov,0X,7X,17X,culture,7516
7686,0,Banská Bystrica Region,Hrinova,2X,6X,17X,photographing,7591
7687,0,Presov region,old lubovna,2X,5X,17X,my sweetheart,7705
7688,0,Banská Bystrica Region,Brezno,0X,5X,16X,surfing the web,7528
7689,0,kosick region,kosice - west,2X,5X,17X,music,7674
7690,1,Zilina region,apartment,1X,8X,18X,games,7574
7691,1,kosick region,roznava,2X,5X,17X,movies,7746
7692,0,abroad,abroad - australia,1X,5X,17X,friends,7760
7693,1,Banska Bystrica Region,Banska Bystrica,2X,5X,15X,party,7689
7694,1,Bratislava Region,Bratislava - Petrzalka,2X,5X,15X,party,7646
7695,0,Banská Bystrica Region,Brezno,1X,4X,16X,camping,7529
7696,0,Presov Region,Svidnik,1X,4X,16X,dancing,7718
7697,0,Bratislava Region,Senec,1X,4X,16X,surfing the web,7747
7698,0,abroad,abroad - usa,1X,4X,16X,reading,7730
7699,1,Kosice region,large cabbages,1X,8X,17X,tennis,7690
7700,0,Zilina Region,Zilina,1X,5X,16X,sleeping,7634
7701,0,Bratislava Region,Bratislava - Karlova Village,2X,5X,16X,shopping,7772
7702,0,Nitrian region,Topolcany,0X,5X,16X,shopping,7719
7703,1,Banská Bystrica Region,Brezno,1X,5X,16X,surfing the web,7731
7704,1,Banská Bystrica Region,Brezno,2X,9X,19X,party,7691
7705,1,Nitrian region,new castles,1X,5X,16X,camping,7647
7706,0,Bratislava Region,Bratislava - New Town,2X,4X,16X,reading,7773
7707,0,presov region,humenne,2X,5X,16X,dancing,7635
7708,1,abroad,abroad - others,2X,6X,17X,PC games,7748
7709,0,Zilina Region,Liptovsky Mikulas,2X,5X,16X,sports,7720
7710,0,Banská Bystrica Region,Brezno,2X,5X,16X,speculating,7648
7711,0,Banská Bystrica Region,Brezno,1X,5X,17X,cooking,7774
7712,1,Kosick region,Michalovce,2X,7X,18X,sleeping,7575
7713,1,Banska Bystrica Region,Banska Bystrica,2X,7X,18X,sports,7692
7714,1,Zilina region,apartment,2X,8X,18X,games,7732
7715,1,Nitrian region,new castles,0X,8X,18X,surfing the web,7649
7716,0,Zilina Region,Zilina,1X,8X,18X,movies,7761
7717,0,Trencian region,Puchov,2X,8X,18X,traveling,7775
7718,0,Bratislava Region,Bratislava - Old Town,2X,7X,17X,swim,7675
7719,0,Zilina Region,Zilina,1X,5X,18X,sleeping,7733
7720,1,Nitrian region,new castles,2X,7X,17X,movies,7650
7721,1,Presov region,Bardejov,0X,9X,18X,traveling,7530
7722,1,Banská Bystrica Region,Brezno,2X,6X,17X,friends,7776
7723,0,Banská Bystrica Region,Brezno,1X,8X,18X,dancing,7734
7724,0,Zilina Region,Cadca,2X,7X,18X,music,7749
7725,0,Zilina Region,Zilina,0X,6X,16X,friends,7762
7726,0,Banská Bystrica Region,Brezno,1X,6X,16X,riding a horse,7531
7727,0,Banská Bystrica Region,Brezno,2X,7X,17X,hiking,7651
7728,0,Zilina Region,Kysucke New Town,0X,5X,16X,swim,7636
7729,0,Zilina Region,Kysucke New Town,2X,4X,16X,traveling,7735
7730,1,Banska Bystrica Region,Banska Bystrica,2X,8X,18X,friends,7576
7731,0,Banská Bystrica Region,Brezno,2X,4X,16X,surfing the web,7777
7732,1,Nitrian region,left,0X,5X,17X,reading,7763
7733,0,Zilina Region,Zilina,1X,5X,16X,sports,7750
7734,0,kosick region,kosice - dargov heroes,0X,5X,16X,music,7676
7735,0,Banská Bystrica Region,Brezno,1X,5X,17X,discos,7787
7736,1,Zilina Region,Cadca,1X,8X,18X,this is cool,7802
7737,1,Zilina Region,Cadca,0X,5X,17X,cooking,7817
7738,0,Zilina Region,Kysucke New Town,2X,5X,16X,movies,7778
7739,1,Zilina Region,Cadca,2X,5X,16X,sports,7818
7740,0,kosick region,kosice - dargov heroes,0X,5X,16X,party,7832
7741,1,Banská Bystrica Region,Brezno,1X,5X,16X,games,7847
7742,0,czech republic,cz - middle guilds,0X,7X,18X,sports,7764
7743,1,Banská Bystrica Region,Brezno,1X,6X,17X,sports,7788
7744,0,Banská Bystrica Region,Brezno,1X,5X,16X,games,7751
7745,0,Zilina Region,Zilina,1X,5X,16X,music,7736
7746,1,Banská Bystrica Region,Brezno,1X,6X,17X,sports,7779
7747,0,presov region,humenne,1X,5X,16X,traveling,7803
7748,1,Zilina Region,Kysucke New Town,0X,2X,14X,sports,7819
7749,0,Zilina Region,Cadca,2X,5X,16X,traveling,7765
7750,0,bratislava region,bratislava - ruzinov,2X,5X,16X,dancing,7833
7751,0,Banská Bystrica Region,Brezno,0X,6X,17X,sports,7789
7752,0,Zilina Region,Zilina,2X,6X,17X,music,7848
7753,0,Zilina Region,Zilina,2X,6X,17X,reading,7677
7754,0,Zilina region,instead,2X,7X,17X,friends,7780
7755,1,Banská Bystrica Region,Brezno,2X,8X,17X,photography,7820
7756,0,Zilina Region,Kysucke New Town,2X,7X,18X,surfing the web,7752
7757,0,Trencian region,Handlova,0X,6X,17X,food,7849
7758,0,Banská Bystrica region,velky krtis,1X,7X,18X,theater,7781
7759,0,Presov region,Sabinov,2X,8X,17X,sports,7766
7760,0,Banská Bystrica Region,Brezno,0X,5X,17X,swim,7790
7761,0,Nitrian region,left,0X,7X,17X,swim,7678
7762,1,kosick region,kosice - west,2X,9X,18X,collecting,7821
7763,0,Nitrian region,new castles,1X,9X,18X,sleeping,7737
7764,0,Banská Bystrica region,disgusting,0X,10X,19X,camping,7804
7765,0,Banská Bystrica Region,Brezno,1X,3X,15X,dancing,7850
7766,1,Banská Bystrica Region,Brezno,2X,6X,17X,photography,7791
7767,0,Trenc region,by the way,0X,6X,17X,garden work,7767
7768,0,abroad,abroad - France,2X,5X,16X,food,7679
7769,1,Zilina Region,Zilina,2X,8X,18X,surf,7753
7770,1,Nitrian region,left,3X,9X,18X,swim,7782
7771,0,Kosice region,sobrance,2X,5X,16X,movies,7822
7772,0,Banská Bystrica region,ziar nad hronom,2X,11X,19X,hiking,7738
7773,0,Zilina Region,Kysucke New Town,0X,11X,19X,movies,7768
7774,0,Banská Bystrica Region,elected,0X,4X,15X,discos,7792
7775,0,Zilina Region,Durvosin,0X,9X,21X,party,7680
7776,1,Zilina Region,Zilina,0X,8X,18X,cooking,7851
7777,0,Zilina Region,Zilina,2X,8X,17X,music,7739
7778,0,Zilina Region,Zilina,1X,5X,16X,sleeping,7754
7779,0,Banska Bystrica Region,Banska Bystrica,2X,8X,18X,dancing,7823
7780,0,Zilina Region,Cadca,2X,8X,18X,movies,7805
7781,1,Zilina Region,Kysucke New Town,0X,8X,18X,traveling,7769
7782,0,Presov Region,Poprad,2X,5X,17X,sports,7852
7783,1,presov region,humenne,1X,6X,18X,food,7806
7784,1,Banská Bystrica region,revuca,2X,9X,18X,shopping,7824
7785,1,Zilina Region,Kysucke New Town,2X,6X,17X,swim,7770
7786,1,Banská Bystrica Region,Brezno,2X,8X,18X,discos,7740
7787,0,Zilina region,apartment,2X,7X,19X,reading,7681
7788,1,Zilina Region,Zilina,0X,10X,18X,what rpide =d,7807
7789,0,Zilina Region,Zilina,2X,6X,17X,sports,7771
7790,1,Banská Bystrica Region,Brezno,3X,8X,17X,sleeping,7825
7791,0,bratislava region,bratislava - ruzinov,2X,8X,17X,food,7793
7792,1,Zilina Region,Zilina,2X,8X,17X,PC games,7741
7793,0,Trnava Region,Sladkovice,1X,8X,17X,music,7808
7794,1,abroad,abroad - Austria,0X,5X,16X,party,7794
7795,0,Banská Bystrica Region,Brezno,2X,5X,16X,hiking,7862
7796,1,Czech Republic,Czech Republic - Prague,2X,6X,18X,music,7877
7797,1,Bratislava region,Bratislava - surroundings,2X,9X,19X,strengthening,7826
7798,0,Banská Bystrica Region,Brezno,2X,9X,19X,working with PC,7834
7799,0,Banská Bystrica Region,Brezno,0X,4X,17X,movies,7892
7800,0,Banská Bystrica Region,Brezno,2X,5X,17X,camping,7827
7801,1,Trnava Region,Senica,2X,7X,17X,hiking,7795
7802,1,Zilina Region,Zilina,0X,7X,17X,movies,7835
7803,0,kosick region,kosice - south,0X,6X,17X,music,7828
7804,0,Zilinsky region,Martin,2X,6X,17X,photography,7893
7805,0,kosick region,kosice - old town,2X,5X,17X,sports,7809
7806,0,abroad,abroad - Canada,0X,5X,17X,music,7836
7807,0,Kosice region,Trebisov,2X,5X,17X,swim,7829
7808,0,Banská Bystrica region,tornala,2X,5X,17X,music,7810
7809,1,Banská Bystrica Region,Brezno,3X,8X,18X,music,7830
7810,0,Bratislava region,Bratislava - surroundings,0X,4X,14X,sports,7894
7811,0,Zilinsky region,Turzovka,1X,5X,16X,sleeping,7837
7812,1,Trencin region,Trencin,2X,9X,18X,djing,7796
7813,1,Banska Bystrica Region,Banska Bystrica,1X,5X,19X,hiking,7811
7814,0,Zilina Region,Cadca,2X,5X,19X,music,7895
7815,1,Banská Bystrica Region,Brezno,2X,6X,17X,party,7831
7816,1,abroad,abroad - Germany,2X,9X,18X,music,7838
7817,0,Zilina Region,Liptovsky Castle,1X,6X,17X,music,7797
7818,1,abroad,abroad - Germany,2X,6X,17X,cooking,7839
7819,1,Trencian region,birch tree under the railing,0X,7X,17X,music,7812
7820,1,Zilina Region,Cadca,2X,8X,17X,theater,7907
7821,0,Banská Bystrica Region,Brezno,2X,8X,17X,games,7896
7822,0,kosick region,kosice - surroundings,2X,6X,17X,swim,7706
7823,1,Zilina Region,Cadca,2X,8X,18X,football,7908
7824,1,Zilina Region,Cadca,0X,8X,18X,sports,7813
7825,0,kosick region,krompachy,1X,3X,15X,shopping,7798
7826,0,Banská Bystrica Region,Brezno,1X,5X,16X,sports,7840
7827,1,Zilina Region,Cadca,1X,8X,18X,party,7909
7828,0,Trnava Region,Senica,1X,6X,17X,working with PC,7814
7829,0,kosick region,kosice - west,0X,6X,17X,sports,7707
7830,0,Zilina Region,Cadca,1X,6X,18X,movies,7897
7831,1,Zilina Region,Cadca,0X,6X,18X,cars,7910
7832,1,abroad,abroad - gb,1X,6X,18X,reading,7799
7833,0,kosick region,roznava,0X,6X,18X,cooking,7721
7834,1,Bratislava region,Bratislava - others,0X,5X,16X,friends,7708
7835,0,Zilina Region,Cadca,0X,7X,17X,shopping,7815
7836,0,Zilina Region,Zilina,2X,5X,17X,party,7898
7837,1,Zilina Region,Cadca,2X,7X,17X,music,7911
7838,0,Presov Region,Svidnik,2X,7X,17X,working with PC,7709
7839,1,Zilina Region,Cadca,1X,7X,18X,hacking,7816
7840,1,Zilina Region,Cadca,2X,7X,18X,party,7899
7841,0,Trnava region,Trnava,2X,5X,16X,reading,7800
7842,1,Zilina Region,Liptovsky Mikulas,2X,7X,17X,discos,7912
7843,0,Banská Bystrica Region,Brezno,2X,100X,20X,friends,7710
7844,0,Presov Region,Vranov nad Toplou,2X,100X,20X,movies,7722
7845,1,Zilina Region,Cadca,0X,100X,20X,photography,7900
7846,1,Zilina Region,Cadca,1X,6X,18X,movies,7913
7847,1,kosick region,spisska nova ves,2X,6X,18X,work and work,7711
7848,0,Trnava region,center,2X,0X,0X,sleeping,7801
7849,1,abroad,abroad - others,2X,4X,15X,housework,7693
7850,0,Zilina Region,Kysucke New Town,1X,5X,16X,shopping,7901
7851,0,Zilina Region,Zilina,2X,7X,18X,traveling,7723
7852,0,Zilina Region,Zilina,1X,7X,19X,kaaamosii..=dd,7922
7853,1,Banská Bystrica Region,Brezno,2X,5X,16X,traveling,7694
7854,0,Banska Bystrica Region,Banska Bystrica,0X,5X,16X,shopping,7914
7855,0,Zilina region,apartment,1X,6X,16X,sleeping,7937
7856,0,Zilina Region,Cadca,2X,6X,16X,reading,7902
7857,1,Zilina Region,Zilina,2X,6X,17X,sleeping,7938
7858,1,Zilinsky region,Martin,3X,6X,17X,movies,7695
7859,0,Zilina region,apartment,0X,4X,16X,swim,7923
7860,1,Zilina Region,Cadca,0X,7X,17X,sleeping,7903
7861,1,Zilina Region,Zilina,0X,7X,16X,movies,7696
7862,0,Trencin region,Trencin,2X,4X,15X,sports,7939
7863,1,Zilinsky region,Martin,2X,8X,18X,sleeping,7904
7864,1,Zilina region,apartment,2X,6X,17X,movies,7915
7865,0,Zilina Region,Zilina,0X,8X,17X,music,7924
7866,1,Banská Bystrica Region,Brezno,2X,8X,18X,movies,7952
7867,0,Zilina Region,Zilina,0X,5X,16X,music,7940
7868,1,Zilina Region,Zilina,1X,5X,16X,traveling,7905
7869,0,Zilina Region,Zilina,0X,4X,15X,music,7925
7870,0,Banska Bystrica Region,Banska Bystrica,2X,5X,17X,movies,7916
7871,0,Kosick region,Gelnica,0X,5X,17X,movies,7941
7872,0,Zilina Region,Zilina,1X,6X,18X,camping,7926
7873,1,Banská Bystrica Region,Brezno,2X,6X,18X,music,7917
7874,1,Zilina Region,Cadca,2X,8X,19X,sports,7906
7875,0,Bratislava Region,Bratislava - Petrzalka,0X,5X,16X,traveling,7927
7876,0,Banská Bystrica Region,Brezno,2X,5X,17X,friends,7918
7877,0,Zilina Region,Kysucke New Town,1X,5X,17X,movies,7967
7878,0,Zilina Region,Zilina,1X,5X,17X,sports,7755
7879,0,Zilina Region,Zilina,2X,6X,18X,movies,7853
7880,1,Banská Bystrica Region,Brezno,2X,18X,8X,camping,7783
7881,1,Banská Bystrica Region,Brezno,0X,7X,17X,music,7919
7882,1,Zilina Region,Zilina,3X,6X,17X,cooking,7942
7883,1,Zilina Region,Zilina,2X,5X,17X,music,7854
7884,0,Zilina Region,Zilina,0X,7X,17X,swim,7968
7885,1,Banská Bystrica Region,Brezno,0X,5X,18X,dancing,7784
7886,0,Banská Bystrica Region,Brezno,2X,5X,18X,traveling,7920
7887,0,Trencian region,Povazka bystrica,0X,5X,18X,music,7969
7888,0,Zilina Region,Zilina,2X,7X,17X,reading,7855
7889,0,Zilina region,apartment,1X,7X,17X,music,7970
7890,0,Banská Bystrica Region,Brezno,1X,7X,17X,dancing,7785
7891,0,Zilina Region,Zilina,0X,5X,16X,party,7943
7892,0,abroad,abroad - others,1X,4X,16X,swim,7921
7893,1,Zilina Region,Kysucke New Town,2X,7X,18X,camping,7756
7894,0,Czech Republic,Czech Republic - Prague,0X,7X,18X,friends,7928
7895,1,Banská Bystrica Region,Brezno,2X,8X,19X,laughter,7786
7896,0,Banská Bystrica Region,Brezno,2X,8X,19X,friends,7724
7897,0,Trnava region,hawthorn,0X,5X,16X,swim,7878
7898,0,Zilina Region,Zilina,0X,8X,18X,games,7944
7899,0,Zilina Region,Kysucke New Town,1X,9X,17X,party,7982
7900,1,Zilina region,apartment,2X,7X,18X,sports,7929
7901,0,Zilina Region,Zilina,2X,7X,16X,working with PC,7971
7902,0,Zilina Region,Cadca,4X,6X,18X,traveling,7997
7903,0,Bratislava region,Bratislava - Devinska nova ves,2X,6X,18X,painting,7945
7904,0,Zilina Region,Zilina,1X,7X,18X,life,7930
7905,0,Zilina Region,Zilina,0X,7X,18X,camping,7863
7906,1,Zilina Region,Cadca,0X,8X,17X,party,7998
7907,0,Zilinsky region,Martin,2X,9X,18X,party,7879
7908,1,Banská Bystrica region,Rimava Saturday,2X,7X,17X,collecting,7999
7909,0,Presov Region,Vranov nad Toplou,2X,3X,15X,eating,8012
7910,1,Banská Bystrica Region,Brezno,2X,8X,17X,music,7725
7911,0,kosick region,roznava,0X,5X,16X,shopping,8013
7912,0,abroad,abroad - usa,1X,5X,16X,sleeping,7880
7913,0,Zilina Region,Zilina,2X,4X,16X,camping,7972
7914,1,Banská Bystrica Region,Brezno,1X,5X,16X,traveling,7726
7915,1,Zilina Region,Kysucke New Town,3X,8X,18X,sleeping,7973
7916,0,Trnava region,Trnava,1X,5X,15X,sports,8014
7917,1,Zilina Region,Zilina,0X,5X,16X,movies,7856
7918,0,Kosice region,Trebisov,0X,10X,20X,discos,7974
7919,1,Banská Bystrica Region,Brezno,2X,10X,20X,discos,7857
7920,0,presov kraj,spisska bela,0X,5X,16X,movies,8015
7921,0,Zilina Region,Zilina,2X,5X,16X,food,7983
7922,1,Zilina Region,Zilina,0X,90X,18X,dancing,7984
7923,1,Zilina Region,Cadca,0X,10X,18X,cooking,7985
7924,1,abroad,abroad - gb,0X,7X,16X,movies,7841
7925,1,Zilinsky region,Turzovka,2X,7X,18X,games,7986
7926,1,Zilina Region,Zilina,0X,3X,23X,swim,8016
7927,0,Zilina Region,Kysucke New Town,2X,5X,16X,shopping,8017
7928,0,Banská Bystrica Region,Brezno,0X,7X,17X,swim,7881
7929,1,kosick region,spisska nova ves,0X,7X,17X,discos,7842
7930,1,Zilina Region,Zilina,0X,8X,18X,dancing,7858
7931,1,Zilina Region,Zilina,0X,8X,18X,blaaa,7987
7932,1,Trencian region,Povazka bystrica,2X,7X,18X,music,8027
7933,0,Banská Bystrica Region,Kremnica,0X,7X,18X,sports,7882
7934,1,Banská Bystrica Region,Brezno,2X,7X,19X,sports,7843
7935,0,abroad,abroad - France,1X,6X,17X,friends,7859
7936,1,Zilina Region,Cadca,2X,7X,18X,music,7988
7937,1,Zilina Region,Cadca,2X,20X,0X,motorcycles,7975
7938,0,Zilina Region,Zilina,0X,20X,0X,housework,8018
7939,0,abroad,abroad - usa,0X,5X,17X,my friends,7860
7940,1,Zilina Region,Cadca,0X,9X,12X,sleeping,7976
7941,0,Zilina Region,Durvosin,2X,5X,16X,movies,7861
7942,1,kosick region,kosice - other,0X,5X,17X,party,8019
7943,1,abroad,abroad - usa,0X,8X,18X,movies,7989
7944,1,Banská Bystrica Region,Brezno,2X,8X,18X,music,7844
7945,0,Zilina Region,Zilina,3X,9X,19X,housework,7883
7946,0,Zilina Region,Cadca,0X,6X,17X,shopping,8042
7947,0,Zilina Region,Cadca,1X,6X,17X,reading,7990
7948,0,Zilina Region,Cadca,1X,9X,18X,sleeping,7977
7949,0,Zilina Region,Zilina,0X,9X,18X,discos,8020
7950,0,Trenc region,by the way,1X,9X,18X,fishing,7884
7951,1,Czech Republic,Czech Republic - Prague,0X,25X,23X,music,7978
7952,0,Zilina Region,Zilina,2X,25X,23X,discos,7946
7953,1,Zilina Region,Kysucke New Town,0X,7X,18X,PC games,7885
7954,0,Presov Region,Levoca,2X,5X,17X,sleeping,8057
7955,1,Banská Bystrica Region,Brezno,3X,9X,17X,hiking,7845
7956,1,Zilinsky Region,Lower Kubin,0X,5X,17X,sports,7991
7957,0,abroad,abroad - others,0X,5X,16X,music,8021
7958,0,Banská Bystrica Region,Brezno,2X,4X,16X,music,7886
7959,0,Zilina Region,Liptovsky Mikulas,2X,4X,16X,music,7953
7960,1,Banská Bystrica Region,Brezno,1X,7X,18X,movies,7846
7961,1,Zilina Region,Kysucke New Town,1X,7X,18X,discos,7992
7962,1,Nitrian region,left,2X,9X,18X,music,8058
7963,0,Zilina Region,Zilina,1X,7X,17X,sports,7931
7964,0,Zilinsky region,Martin,2X,5X,15X,homework,7887
7965,0,Zilina Region,Cadca,0X,5X,17X,sports,7993
7966,1,Banská Bystrica Region,Brezno,2X,5X,16X,dancing,7947
7967,0,Banska Bystrica Region,Banska Bystrica,2X,6X,17X,PC games,7954
7968,1,Zilina Region,Zilina,2X,6X,17X,breeding,7994
7969,1,Zilina Region,Zilina,2X,9X,18X,traveling,8059
7970,0,Zilinsky Region,Lower Kubin,0X,6X,17X,working with PC,8072
7971,0,Banská Bystrica Region,Brezno,2X,6X,17X,calceto :d,7888
7972,1,Zilina Region,Cadca,2X,2X,13X,sports,8000
7973,1,Zilina Region,Cadca,2X,6X,18X,working with PC,7995
7974,0,Banská Bystrica region,ziar nad hronom,2X,5X,16X,sports,7932
7975,0,Zilinsky region,Martin,2X,5X,17X,traveling,7948
7976,1,abroad,abroad - usa,0X,5X,17X,movies,7864
7977,1,Banská Bystrica Region,Brezno,1X,7X,19X,friends,8060
7978,1,abroad,abroad - others,0X,7X,18X,sports,8022
7979,0,Zilinsky Region,Lower Kubin,2X,5X,16X,surfing the web,7949
7980,0,Kosick region,Michalovce,2X,6X,16X,dancing,7889
7981,0,Bratislava Region,Bratislava - Karlova Village,2X,4X,15X,friends,7955
7982,0,Zilina Region,Zilina,2X,5X,16X,dance,7865
7983,0,Nitrian region,new castles,2X,5X,16X,music,7933
7984,1,abroad,abroad - others,0X,7X,18X,swim,7996
7985,0,Trencian region,Handlova,0X,6X,17X,I enjoy cycling,7950
7986,0,Banská Bystrica Region,Brezno,2X,5X,16X,traveling,7890
7987,1,Banská Bystrica Region,Brezno,2X,8X,19X,hiking,7866
7988,0,Zilina Region,Zilina,2X,8X,19X,friends,7891
7989,0,Zilina Region,Kysucke New Town,1X,9X,18X,music,8061
7990,0,Zilina Region,Turcianske Teplice,0X,9X,18X,kissing :),7867
7991,0,abroad,abroad - others,0X,7X,17X,music,8073
7992,1,Zilina Region,Cadca,2X,5X,17X,sleeping,8001
7993,0,Trnava Region,Skalica,1X,5X,17X,photography,8023
7994,0,Banská Bystrica Region,Brezno,2X,7X,17X,sleeping,8062
7995,1,abroad,abroad - others,0X,7X,18X,discos,8002
7996,0,Zilina Region,Zilina,1X,7X,18X,homework,8074
7997,0,Banská Bystrica Region,Brezno,2X,7X,17X,traveling,7868
7998,0,Zilinsky Region,Lower Kubin,1X,5X,17X,breeding,7934
7999,0,Banska Bystrica Region,Banska Stiavnica,2X,5X,16X,party,8087
8000,0,Zilina Region,Zilina,2X,3X,14X,camping,8102
8001,1,Zilina Region,Zilina,1X,3X,14X,movies,8003
8002,1,Zilina Region,Zilina,0X,1X,22X,cooking,7869
8003,1,Banská Bystrica Region,Brezno,2X,1X,22X,hiking,7951
8004,1,Zilina Region,Cadca,1X,10X,19X,painting,8103
8005,0,Zilina Region,Zilina,0X,4X,15X,photography,8004
8006,1,Zilina Region,Zilina,2X,7X,18X,traveling,7870
8007,0,Banská Bystrica Region,Brezno,0X,6X,17X,music,8063
8008,1,Banská Bystrica Region,elected,2X,7X,18X,movies,7956
8009,1,Zilinsky region,Martin,0X,6X,17X,movies,7871
8010,0,bratislava region,bratislava - lamac,2X,5X,16X,sleeping,8005
8011,0,Zilina Region,Zilina,2X,5X,17X,food,8075
8012,1,Zilina Region,Zilina,2X,9X,18X,sleeping,8117
8013,1,abroad,abroad - gb,3X,6X,17X,sports,7957
8014,1,Nitra Region,Nitra,1X,6X,18X,sports,8006
8015,0,Zilina Region,Zilina,2X,10X,17X,it's my life,7872
8016,1,Zilina Region,Zilina,1X,6X,17X,seeding,8104
8017,1,Zilina Region,Cadca,0X,8X,16X,movies,8118
8018,1,Banská Bystrica Region,Brezno,3X,8X,18X,everything,7958
8019,0,Zilina Region,Zilina,2X,5X,17X,sports,8024
8020,0,Trnava region,hawthorn,0X,5X,17X,photography,8007
8021,0,Zilina Region,Zilina,0X,7X,17X,camping,7873
8022,0,Banska Bystrica Region,Banska Bystrica,0X,5X,16X,movies,7959
8023,0,Presov region,Bardejov,0X,8X,19X,music,8008
8024,1,Trencian region,Povazka bystrica,1X,5X,17X,friends,8025
8025,1,Zilina Region,Cadca,2X,7X,18X,tourism,8119
8026,0,Zilina Region,Zilina,2X,5X,16X,hiking,7935
8027,1,Zilina Region,Zilina,2X,7X,17X,swim,7874
8028,0,Zilina Region,Zilina,1X,7X,17X,swim,8064
8029,1,Nitra Region,Nitra,1X,7X,18X,surfing the web,8009
8030,0,Zilinsky Region,Lower Kubin,0X,5X,17X,friends,8026
8031,1,Banská Bystrica Region,Brezno,2X,5X,17X,theater,7960
8032,0,abroad,abroad - others,0X,5X,17X,games,8076
8033,0,Zilina Region,Zilina,1X,2X,14X,motorbikes,8010
8034,0,Banská Bystrica Region,elected,2X,2X,14X,cooking,8065
8035,0,Banska Bystrica Region,Banska Bystrica,4X,4X,15X,party,7961
8036,0,Zilina Region,Zilina,0X,4X,15X,cooking,8077
8037,0,Zilina Region,Cadca,0X,4X,15X,sports,8105
8038,1,Zilina Region,Cadca,1X,8X,17X,sports,8120
8039,0,Zilina Region,Zilina,1X,8X,17X,sports,7936
8040,1,Bratislava region,Bratislava - Devinska nova ves,0X,8X,17X,sleeping,7962
8041,0,Trenc region,by the way,0X,4X,0X,surfing the web,8078
8042,0,Zilina Region,Zilina,1X,4X,0X,sleeping,8088
8043,0,presov kraj,spisska bela,1X,4X,15X,shopping,8106
8044,1,Banská Bystrica Region,Brezno,2X,7X,17X,sleeping,7875
8045,0,Zilinsky region,Turzovka,1X,5X,17X,cooking,8121
8046,1,Banská Bystrica Region,Brezno,0X,9X,18X,music,7963
8047,0,Zilina Region,Zilina,0X,5X,16X,swim,8079
8048,0,Zilina Region,Ruzomberok,0X,5X,16X,music,8089
8049,0,abroad,abroad - australia,1X,6X,16X,music,8066
8050,0,Zilina Region,Ruzomberok,3X,6X,16X,hiking,8132
8051,1,Zilina Region,Cadca,0X,8X,18X,sleeping,8107
8052,0,Banska Bystrica Region,Banska Bystrica,0X,7X,17X,friends,7876
8053,0,Zilina Region,Zilina,0X,4X,16X,tennis :o),8090
8054,0,Banská Bystrica Region,Brezno,2X,4X,16X,music,8122
8055,0,Presov region,Bardejov,0X,4X,16X,sports,8080
8056,1,Zilina Region,Zilina,2X,7X,18X,housework,8108
8057,1,Zilina Region,Zilina,1X,5X,16X,friends,8147
8058,0,Zilina Region,Zilina,1X,4X,16X,painting,8091
8059,0,Czech Republic,Czech Republic - Vysocina,2X,6X,16X,sleeping,8123
8060,0,Zilina Region,Zilina,2X,5X,16X,sleeping,8133
8061,1,abroad,abroad - usa,1X,7X,17X,sports,8067
8062,0,Zilina Region,Zilina,0X,9X,19X,movies,8081
8063,0,Banská Bystrica Region,Brezno,2X,6X,16X,swim,7964
8064,0,Zilina Region,Cadca,0X,5X,16X,movies,8109
8065,1,kosick region,kosice - old town,2X,7X,17X,party,8124
8066,0,Bratislava Region,Stupava,2X,7X,17X,sports,8134
8067,0,Zilina Region,Cadca,1X,7X,18X,PC games,8082
